ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1768895	8.96e-01	4.94e-01	0.7063188	-6.489216	0.05026639	ATP13A3	ATPase 13A3
ILMN_1729402	8.96e-01	4.94e-01	-0.7062015	-6.489301	-0.06561631	CHRM2	cholinergic receptor muscarinic 2
ILMN_1698803	8.96e-01	4.94e-01	-0.7061367	-6.489348	-0.05269209	ZAK	sterile alpha motif and leucine zipper containing kinase AZK
ILMN_3249866	8.96e-01	4.94e-01	-0.7060967	-6.489377	-0.07933745		
ILMN_2174215	8.96e-01	4.94e-01	-0.7060963	-6.489377	-0.0509266	DIRAS3	DIRAS family GTPase 3
ILMN_2094262	8.96e-01	4.94e-01	-0.7060485	-6.489412	-0.04450214	AMY1B	amylase, alpha 1B (salivary)
ILMN_1653102	8.96e-01	4.94e-01	-0.7060091	-6.489441	-0.05765022	BICDL1	BICD family like cargo adaptor 1
ILMN_1806660	8.96e-01	4.94e-01	0.7059888	-6.489455	0.0608939		
ILMN_1704369	8.96e-01	4.95e-01	0.705895	-6.489523	0.14362134	LIMA1	LIM domain and actin binding 1
ILMN_1660794	8.96e-01	4.95e-01	0.7058573	-6.489551	0.04348741		
ILMN_1761790	8.96e-01	4.95e-01	0.7058311	-6.48957	0.12532527		
ILMN_1659631	8.96e-01	4.95e-01	-0.7057209	-6.48965	-0.04439371		
ILMN_1804170	8.96e-01	4.95e-01	-0.7056978	-6.489666	-0.07698031		
ILMN_2084562	8.96e-01	4.95e-01	0.7056781	-6.489681	0.05964668	AKR7A2P1	aldo-keto reductase family 7 member A2 pseudogene 1
ILMN_1759023	8.96e-01	4.95e-01	-0.7056497	-6.489701	-0.04954508	WFS1	wolframin ER transmembrane glycoprotein
ILMN_3309514	8.96e-01	4.95e-01	0.7056374	-6.48971	0.07102842	MIR574	microRNA 574
ILMN_1803615	8.96e-01	4.95e-01	-0.7056323	-6.489714	-0.06089606	MATK	megakaryocyte-associated tyrosine kinase
ILMN_3236575	8.96e-01	4.95e-01	-0.705598	-6.489739	-0.05785049		
ILMN_1839051	8.96e-01	4.95e-01	0.7055923	-6.489743	0.07551636	FER	FER tyrosine kinase
ILMN_1731193	8.96e-01	4.95e-01	0.705589	-6.489745	0.08003583	BCL2L12	BCL2 like 12
ILMN_1798855	8.96e-01	4.95e-01	0.7055578	-6.489768	0.05282741	RASSF9	Ras association domain family member 9
ILMN_1755415	8.96e-01	4.95e-01	0.7055377	-6.489782	0.05170174		
ILMN_1746493	8.96e-01	4.95e-01	0.7055102	-6.489803	0.05467011		
ILMN_3187530	8.96e-01	4.95e-01	-0.7055019	-6.489808	-0.0439216		
ILMN_2353276	8.96e-01	4.95e-01	0.7054765	-6.489827	0.08001518	UPK3B	uroplakin 3B
ILMN_2058841	8.96e-01	4.95e-01	0.7053843	-6.489894	0.07202454	LILRA6	leukocyte immunoglobulin like receptor A6
ILMN_1747598	8.96e-01	4.95e-01	0.705361	-6.489911	0.07384416	PPP1R11	protein phosphatase 1 regulatory inhibitor subunit 11
ILMN_1699059	8.96e-01	4.95e-01	-0.7052628	-6.489982	-0.06225188		
ILMN_1682224	8.96e-01	4.95e-01	0.7051193	-6.490086	0.05588286		
ILMN_1772057	8.96e-01	4.95e-01	0.705117	-6.490087	0.06914206		
ILMN_3236680	8.96e-01	4.95e-01	-0.7050723	-6.49012	-0.1382742		
ILMN_1676731	8.96e-01	4.95e-01	0.7050588	-6.49013	0.07461425		
ILMN_2219002	8.96e-01	4.95e-01	0.7050539	-6.490133	0.05184033	KRT6A	keratin 6A
ILMN_3287809	8.96e-01	4.95e-01	0.7050429	-6.490141	0.04282246		
ILMN_1695233	8.96e-01	4.95e-01	0.705006	-6.490168	0.04436356	SHOX	short stature homeobox
ILMN_1730572	8.96e-01	4.95e-01	-0.7049873	-6.490182	-0.1117683	HNRNPDL	heterogeneous nuclear ribonucleoprotein D like
ILMN_1805788	8.96e-01	4.95e-01	-0.7049867	-6.490182	-0.04222845	PPHLN1	periphilin 1
ILMN_1769859	8.96e-01	4.95e-01	0.7049122	-6.490236	0.04849619	PCDHB9	protocadherin beta 9
ILMN_1670201	8.96e-01	4.95e-01	-0.7048569	-6.490276	-0.05088153		
ILMN_1779184	8.96e-01	4.95e-01	-0.7048533	-6.490279	-0.0548958	CTU2	cytosolic thiouridylase subunit 2
ILMN_1680692	8.96e-01	4.95e-01	0.7048177	-6.490304	0.22922753	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
ILMN_3255903	8.96e-01	4.95e-01	-0.7047679	-6.490341	-0.07667709		
ILMN_3231203	8.96e-01	4.95e-01	-0.704666	-6.490414	-0.04742052	LOC642929	general transcription factor II, i pseudogene
ILMN_1692164	8.96e-01	4.95e-01	-0.704652	-6.490424	-0.07343695		
ILMN_2404589	8.96e-01	4.95e-01	-0.7046349	-6.490437	-0.05039214	KCNRG	potassium channel regulator
ILMN_1741507	8.96e-01	4.95e-01	-0.7045892	-6.49047	-0.07185172		
ILMN_1664522	8.96e-01	4.95e-01	0.7045733	-6.490481	0.04999101		
ILMN_3309489	8.96e-01	4.95e-01	-0.7045299	-6.490513	-0.05221132	MIR563	microRNA 563
ILMN_1715417	8.96e-01	4.95e-01	0.7044646	-6.49056	0.04505245	SELP	selectin P
ILMN_1741422	8.96e-01	4.95e-01	-0.7043963	-6.49061	-0.16462072	FUT8	fucosyltransferase 8
ILMN_3237608	8.96e-01	4.95e-01	-0.7043871	-6.490616	-0.06049898		
ILMN_1829412	8.96e-01	4.95e-01	0.7043751	-6.490625	0.04940539		
ILMN_3272424	8.97e-01	4.95e-01	0.7042331	-6.490728	0.16180139		
ILMN_2366642	8.97e-01	4.96e-01	0.7042067	-6.490747	0.06312194	VCX3A	variable charge, X-linked 3A
ILMN_2261416	8.97e-01	4.96e-01	0.7041843	-6.490763	0.04786471	CD3D	CD3d molecule
ILMN_1731001	8.97e-01	4.96e-01	0.7041667	-6.490776	0.07618904	ERICH1	glutamate rich 1
ILMN_1767934	8.97e-01	4.96e-01	-0.7040914	-6.49083	-0.06583205	PCSK5	proprotein convertase subtilisin/kexin type 5
ILMN_1668285	8.97e-01	4.96e-01	0.7040201	-6.490882	0.05344924	APBA1	amyloid beta precursor protein binding family A member 1
ILMN_1713753	8.97e-01	4.96e-01	0.7040088	-6.49089	0.0547213	HPGDS	hematopoietic prostaglandin D synthase
ILMN_2295987	8.97e-01	4.96e-01	-0.7039978	-6.490898	-0.04905293	NBPF1	neuroblastoma breakpoint family member 1
ILMN_1866395	8.97e-01	4.96e-01	-0.7039775	-6.490913	-0.05630211		
ILMN_1761388	8.97e-01	4.96e-01	0.7039655	-6.490921	0.03764827	DAB2IP	DAB2 interacting protein
ILMN_3269005	8.97e-01	4.96e-01	0.7039069	-6.490964	0.05496595		
ILMN_2378316	8.97e-01	4.96e-01	0.7038872	-6.490978	0.08167932	NUP58	nucleoporin 58
ILMN_2293529	8.97e-01	4.96e-01	-0.7038672	-6.490993	-0.04401275	AKAP7	A-kinase anchoring protein 7
ILMN_1890825	8.97e-01	4.96e-01	-0.7037916	-6.491047	-0.05237317		
ILMN_1652137	8.97e-01	4.96e-01	0.7037821	-6.491054	0.04215818	NPY4R	neuropeptide Y receptor Y4
ILMN_2381257	8.97e-01	4.96e-01	0.7037621	-6.491069	0.04598998	DSC2	desmocollin 2
ILMN_1715863	8.97e-01	4.96e-01	0.7036615	-6.491141	0.07893772		
ILMN_1858271	8.97e-01	4.96e-01	-0.7036449	-6.491153	-0.06609274		
ILMN_3268883	8.97e-01	4.96e-01	0.703619	-6.491172	0.04222991	LOC100126784	uncharacterized LOC100126784
ILMN_3182304	8.97e-01	4.96e-01	0.7036	-6.491186	0.05950472		
ILMN_1811193	8.97e-01	4.96e-01	0.7035835	-6.491198	0.05819457		
ILMN_2396875	8.97e-01	4.96e-01	0.7035726	-6.491206	0.06824769	IGFBP3	insulin like growth factor binding protein 3
ILMN_1793621	8.97e-01	4.96e-01	0.7035657	-6.491211	0.08317016	ZFYVE27	zinc finger FYVE-type containing 27
ILMN_1781735	8.97e-01	4.96e-01	0.7035377	-6.491231	0.06967961	IGSF11	immunoglobulin superfamily member 11
ILMN_1669418	8.97e-01	4.96e-01	0.7033858	-6.491341	0.05453145		
ILMN_2081087	8.97e-01	4.96e-01	-0.7033834	-6.491343	-0.03810223	HSPA12A	heat shock protein family A (Hsp70) member 12A
ILMN_3241303	8.97e-01	4.96e-01	-0.7032616	-6.491431	-0.05681991		
ILMN_1724282	8.97e-01	4.96e-01	-0.7032534	-6.491437	-0.05130168		
ILMN_3246405	8.97e-01	4.96e-01	0.7032045	-6.491472	0.05473541	LINC00930	long intergenic non-protein coding RNA 930
ILMN_1771201	8.97e-01	4.96e-01	-0.7031936	-6.49148	-0.07241249	TNRC6B	trinucleotide repeat containing 6B
ILMN_3243652	8.97e-01	4.96e-01	0.7031552	-6.491508	0.0520611		
ILMN_1707124	8.97e-01	4.96e-01	-0.7030625	-6.491575	-0.17371411	TFPI	tissue factor pathway inhibitor
ILMN_1805911	8.97e-01	4.96e-01	0.7030396	-6.491591	0.06877843		
ILMN_1889394	8.97e-01	4.96e-01	-0.7029813	-6.491633	-0.07207668		
ILMN_1813946	8.97e-01	4.96e-01	0.7029541	-6.491653	0.04695531	CABP1	calcium binding protein 1
ILMN_1839905	8.97e-01	4.96e-01	-0.7029446	-6.49166	-0.04760356		
ILMN_3283326	8.97e-01	4.96e-01	-0.7028764	-6.491709	-0.05298111		
ILMN_3240905	8.97e-01	4.96e-01	-0.7028391	-6.491736	-0.08510062		
ILMN_2113417	8.97e-01	4.96e-01	0.7028345	-6.491739	0.05176226	CRYGC	crystallin gamma C
ILMN_1699020	8.97e-01	4.96e-01	0.7028073	-6.491759	0.05666954	LINC01197	long intergenic non-protein coding RNA 1197
ILMN_3304633	8.97e-01	4.96e-01	-0.7027809	-6.491778	-0.05405094		
ILMN_1679295	8.97e-01	4.96e-01	0.7027617	-6.491792	0.04366914		
ILMN_1808905	8.97e-01	4.96e-01	0.7027466	-6.491803	0.05670442	AKAP3	A-kinase anchoring protein 3
ILMN_2252186	8.97e-01	4.96e-01	-0.7026951	-6.49184	-0.04528246	CAPN10	calpain 10
ILMN_1696060	8.97e-01	4.96e-01	-0.7026825	-6.491849	-0.04206547	GRM7	glutamate metabotropic receptor 7
ILMN_1717477	8.97e-01	4.96e-01	-0.7026585	-6.491867	-0.05722771	PSD3	pleckstrin and Sec7 domain containing 3
ILMN_2089458	8.97e-01	4.96e-01	0.7026522	-6.491871	0.06207164	SASS6	SAS-6 centriolar assembly protein
ILMN_2303010	8.97e-01	4.96e-01	0.7025763	-6.491926	0.05288453	KCNC2	potassium voltage-gated channel subfamily C member 2
ILMN_1659627	8.97e-01	4.96e-01	0.7025633	-6.491935	0.06512534		
ILMN_2060105	8.97e-01	4.97e-01	0.7025322	-6.491958	0.06224975	PPAN-P2RY11	PPAN-P2RY11 readthrough
ILMN_2321150	8.97e-01	4.97e-01	0.7024665	-6.492005	0.04566556	GSTTP2	glutathione S-transferase theta pseudogene 2
ILMN_1706240	8.97e-01	4.97e-01	0.7024222	-6.492037	0.05717465		
ILMN_3192645	8.97e-01	4.97e-01	-0.7023982	-6.492055	-0.0674074		
ILMN_1814353	8.97e-01	4.97e-01	-0.7023048	-6.492122	-0.05358272	ARGFXP2	arginine-fifty homeobox pseudogene 2
ILMN_1677829	8.97e-01	4.97e-01	-0.7022543	-6.492159	-0.1227214	SLC9A6	solute carrier family 9 member A6
ILMN_1779778	8.97e-01	4.97e-01	0.7021422	-6.492239	0.04284509	PRR19	proline rich 19
ILMN_2398184	8.97e-01	4.97e-01	0.7021283	-6.49225	0.04478169	NCAM1	neural cell adhesion molecule 1
ILMN_1793466	8.97e-01	4.97e-01	0.701973	-6.492362	0.04379738	ANKEF1	ankyrin repeat and EF-hand domain containing 1
ILMN_3182762	8.97e-01	4.97e-01	-0.7019403	-6.492385	-0.14436983		
ILMN_1733554	8.97e-01	4.97e-01	-0.7018483	-6.492452	-0.055266	UCP3	uncoupling protein 3
ILMN_1766103	8.97e-01	4.97e-01	0.701847	-6.492453	0.04151433	KCNK18	potassium two pore domain channel subfamily K member 18
ILMN_3246315	8.97e-01	4.97e-01	0.7018069	-6.492481	0.19224376		
ILMN_2166457	8.97e-01	4.97e-01	-0.7017578	-6.492517	-0.04263315	HPGD	hydroxyprostaglandin dehydrogenase 15-(NAD)
ILMN_1661860	8.97e-01	4.97e-01	-0.7016344	-6.492606	-0.05338975		
ILMN_1780887	8.97e-01	4.97e-01	0.7015811	-6.492644	0.0714542	USP21	ubiquitin specific peptidase 21
ILMN_1668592	8.97e-01	4.97e-01	-0.7015225	-6.492687	-0.0479141	STON1	stonin 1
ILMN_1736054	8.97e-01	4.97e-01	0.70147	-6.492725	0.11374019	SUB1	SUB1 homolog, transcriptional regulator
ILMN_1771483	8.97e-01	4.97e-01	0.7014342	-6.49275	0.04818269		
ILMN_1733716	8.97e-01	4.97e-01	-0.7014228	-6.492759	-0.06282746	ANKRD45	ankyrin repeat domain 45
ILMN_2198516	8.97e-01	4.97e-01	-0.7014147	-6.492764	-0.05217743	ARRDC3	arrestin domain containing 3
ILMN_1804011	8.97e-01	4.97e-01	-0.7013983	-6.492776	-0.05472249		
ILMN_3238613	8.97e-01	4.97e-01	0.701347	-6.492813	0.04680306	SNORA26	small nucleolar RNA, H/ACA box 26
ILMN_3270834	8.97e-01	4.97e-01	-0.7013414	-6.492817	-0.06379221		
ILMN_2374383	8.97e-01	4.97e-01	-0.7013264	-6.492828	-0.08876191	TSPAN17	tetraspanin 17
ILMN_3238364	8.97e-01	4.97e-01	-0.7013099	-6.49284	-0.04651665	PLGLB2	plasminogen-like B2
ILMN_2359287	8.97e-01	4.97e-01	0.7012475	-6.492885	0.05170619	ITGA6	integrin subunit alpha 6
ILMN_3185223	8.97e-01	4.97e-01	-0.701243	-6.492888	-0.05757596		
ILMN_1660085	8.97e-01	4.97e-01	0.7012302	-6.492898	0.08012464	PRTG	protogenin
ILMN_1689066	8.97e-01	4.97e-01	0.701219	-6.492906	0.06136456		
ILMN_2099858	8.97e-01	4.97e-01	0.7011324	-6.492968	0.060632	TTTY19	testis-specific transcript, Y-linked 19 (non-protein coding)
ILMN_1807249	8.97e-01	4.97e-01	0.7010529	-6.493025	0.05464067	KRT32	keratin 32
ILMN_2117323	8.97e-01	4.97e-01	-0.7010128	-6.493054	-0.06262875	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
ILMN_3222076	8.97e-01	4.97e-01	-0.7009464	-6.493102	-0.04587371		
ILMN_3236893	8.97e-01	4.97e-01	0.700922	-6.49312	0.05122269		
ILMN_2102257	8.97e-01	4.97e-01	-0.7009014	-6.493135	-0.06926192	FBXO48	F-box protein 48
ILMN_1669624	8.97e-01	4.97e-01	0.7008982	-6.493137	0.06794704		
ILMN_1865723	8.97e-01	4.98e-01	-0.7008908	-6.493142	-0.06528623	ELMO1	engulfment and cell motility 1
ILMN_1782329	8.97e-01	4.98e-01	-0.7008424	-6.493177	-0.06650824	HIST1H4L	histone cluster 1, H4l
ILMN_1910316	8.97e-01	4.98e-01	0.7008323	-6.493184	0.06840529		
ILMN_1887367	8.97e-01	4.98e-01	-0.7008261	-6.493189	-0.05105433		
ILMN_1737503	8.97e-01	4.98e-01	0.7007336	-6.493256	0.04355193	MATN4	matrilin 4
ILMN_1697554	8.97e-01	4.98e-01	0.7006933	-6.493285	0.16027374	SASH3	SAM and SH3 domain containing 3
ILMN_1754956	8.97e-01	4.98e-01	0.7006724	-6.4933	0.06316772	CTAGE5	CTAGE family member 5, ER export factor
ILMN_1781281	8.97e-01	4.98e-01	0.7005808	-6.493366	0.04977949	B9D1	B9 domain containing 1
ILMN_1767828	8.97e-01	4.98e-01	0.700533	-6.4934	0.05731465	C10orf120	chromosome 10 open reading frame 120
ILMN_1728049	8.97e-01	4.98e-01	-0.7005055	-6.49342	-0.05494023	S100A16	S100 calcium binding protein A16
ILMN_2262749	8.97e-01	4.98e-01	-0.7004523	-6.493458	-0.05268902	SOCS5	suppressor of cytokine signaling 5
ILMN_3308235	8.97e-01	4.98e-01	-0.7004002	-6.493496	-0.05690017	MIR608	microRNA 608
ILMN_1689116	8.97e-01	4.98e-01	0.7003725	-6.493516	0.06058631	PEMT	phosphatidylethanolamine N-methyltransferase
ILMN_1661608	8.97e-01	4.98e-01	-0.7003428	-6.493537	-0.04052294		
ILMN_1801143	8.97e-01	4.98e-01	0.7002866	-6.493578	0.07416073	LOXHD1	lipoxygenase homology domains 1
ILMN_2197128	8.97e-01	4.98e-01	-0.7002729	-6.493587	-0.04536803	OSR1	odd-skipped related transciption factor 1
ILMN_1655403	8.97e-01	4.98e-01	0.7002264	-6.493621	0.05825098	ERI2	ERI1 exoribonuclease family member 2
ILMN_3236963	8.97e-01	4.98e-01	0.7001909	-6.493646	0.0452883	GAGE2E	G antigen 2E
ILMN_1806184	8.97e-01	4.98e-01	0.7001613	-6.493668	0.09421489	MED13	mediator complex subunit 13
ILMN_1789793	8.97e-01	4.98e-01	0.7001203	-6.493697	0.08242256	NUAK2	NUAK family kinase 2
ILMN_3309369	8.98e-01	4.98e-01	-0.7000588	-6.493742	-0.04973623	MIR652	microRNA 652
ILMN_1672987	8.98e-01	4.98e-01	0.6999587	-6.493814	0.05736103		
ILMN_3247514	8.98e-01	4.98e-01	0.6998853	-6.493867	0.03578705		
ILMN_1824490	8.98e-01	4.98e-01	0.6998716	-6.493876	0.06954723		
ILMN_1761990	8.98e-01	4.98e-01	0.6998689	-6.493878	0.067403	RASGEF1A	RasGEF domain family member 1A
ILMN_1792568	8.98e-01	4.98e-01	0.6998459	-6.493895	0.06962039	KRT9	keratin 9
ILMN_1669338	8.98e-01	4.98e-01	-0.6997839	-6.49394	-0.08321831	CYP4X1	cytochrome P450 family 4 subfamily X member 1
ILMN_1810051	8.98e-01	4.98e-01	0.6997682	-6.493951	0.0414752	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
ILMN_2400219	8.98e-01	4.98e-01	0.6997404	-6.493971	0.0819397	SRI	sorcin
ILMN_2205162	8.98e-01	4.98e-01	-0.6997031	-6.493998	-0.06145979	ZNF699	zinc finger protein 699
ILMN_1896653	8.98e-01	4.98e-01	-0.699693	-6.494005	-0.05064962		
ILMN_1656902	8.98e-01	4.98e-01	0.6996099	-6.494065	0.09589381	HECTD3	HECT domain E3 ubiquitin protein ligase 3
ILMN_1768819	8.98e-01	4.98e-01	-0.6994795	-6.494159	-0.0782665		
ILMN_3238782	8.98e-01	4.98e-01	-0.6994325	-6.494192	-0.12693617		
ILMN_2314140	8.98e-01	4.98e-01	-0.699424	-6.494199	-0.04912475	PAX6	paired box 6
ILMN_3235907	8.98e-01	4.98e-01	-0.6993484	-6.494253	-0.05420882	XRCC6P5	X-ray repair cross complementing 6 pseudogene 5
ILMN_3287972	8.98e-01	4.98e-01	0.6992961	-6.494291	0.03989798		
ILMN_1750790	8.98e-01	4.98e-01	-0.6992437	-6.494328	-0.07438377	GSTM5	glutathione S-transferase mu 5
ILMN_1806284	8.98e-01	4.99e-01	-0.699205	-6.494356	-0.04903919	KRT84	keratin 84
ILMN_2326071	8.98e-01	4.99e-01	-0.6991915	-6.494366	-0.16690276	MYL6	myosin light chain 6
ILMN_1810200	8.98e-01	4.99e-01	0.6990629	-6.494458	0.04942666	ARPC2	actin related protein 2/3 complex subunit 2
ILMN_1702443	8.98e-01	4.99e-01	0.6990516	-6.494466	0.05980436	DNMBP	dynamin binding protein
ILMN_3309714	8.98e-01	4.99e-01	0.6990355	-6.494478	0.07352359		
ILMN_2058251	8.98e-01	4.99e-01	0.6990267	-6.494484	0.22992668	VIM	vimentin
ILMN_3305839	8.98e-01	4.99e-01	-0.6990213	-6.494488	-0.04834278		
ILMN_1696701	8.98e-01	4.99e-01	0.698951	-6.494539	0.04877822		
ILMN_3255211	8.98e-01	4.99e-01	0.6988781	-6.494591	0.05508249	ANKRD18A	ankyrin repeat domain 18A
ILMN_3259723	8.98e-01	4.99e-01	-0.6988519	-6.49461	-0.06266846		
ILMN_1792587	8.98e-01	4.99e-01	0.6988336	-6.494623	0.09401289	VPS4B	vacuolar protein sorting 4 homolog B
ILMN_3295946	8.98e-01	4.99e-01	0.698789	-6.494655	0.06333937		
ILMN_1762021	8.98e-01	4.99e-01	0.698784	-6.494659	0.05496393	TRIM48	tripartite motif containing 48
ILMN_1731891	8.98e-01	4.99e-01	-0.6987679	-6.49467	-0.09820555	UBXN8	UBX domain protein 8
ILMN_1778223	8.98e-01	4.99e-01	0.6987667	-6.494671	0.05748976		
ILMN_1670769	8.98e-01	4.99e-01	-0.698732	-6.494696	-0.06867131	CENPQ	centromere protein Q
ILMN_1812494	8.98e-01	4.99e-01	0.6987023	-6.494718	0.05929507	GDA	guanine deaminase
ILMN_1721225	8.98e-01	4.99e-01	0.6986338	-6.494767	0.12902504	AAR2	AAR2 splicing factor homolog
ILMN_1739586	8.98e-01	4.99e-01	0.6985899	-6.494798	0.06288195	FEZ2	fasciculation and elongation protein zeta 2
ILMN_1660193	8.98e-01	4.99e-01	-0.6985042	-6.49486	-0.18904758	ZNF529	zinc finger protein 529
ILMN_3309834	8.98e-01	4.99e-01	0.6984696	-6.494885	0.05183545	MIR1537	microRNA 1537
ILMN_3243519	8.98e-01	4.99e-01	0.6984643	-6.494888	0.06081825	OACYLP	O-acyltransferase like, pseudogene
ILMN_1686259	8.98e-01	4.99e-01	-0.69844	-6.494906	-0.06585381	PRODH2	proline dehydrogenase 2
ILMN_3247306	8.98e-01	4.99e-01	-0.6984177	-6.494922	-0.07231477	LINC00626	long intergenic non-protein coding RNA 626
ILMN_1702199	8.98e-01	4.99e-01	-0.6984131	-6.494925	-0.04988858	FAM19A1	family with sequence similarity 19 member A1, C-C motif chemokine like
ILMN_1692104	8.98e-01	4.99e-01	0.6984032	-6.494932	0.04883847		
ILMN_3261837	8.98e-01	4.99e-01	-0.6983868	-6.494944	-0.0561912		
ILMN_1791796	8.98e-01	4.99e-01	0.698366	-6.494959	0.05489201		
ILMN_1771135	8.98e-01	4.99e-01	0.6983275	-6.494987	0.05241409	ZKSCAN2	zinc finger with KRAB and SCAN domains 2
ILMN_1658123	8.98e-01	4.99e-01	-0.6983031	-6.495004	-0.05852924	DAZ2	deleted in azoospermia 2
ILMN_1797578	8.98e-01	4.99e-01	0.6982849	-6.495017	0.05380633	CASP10	caspase 10
ILMN_1695588	8.98e-01	4.99e-01	0.698273	-6.495026	0.18963594	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
ILMN_2228453	8.98e-01	4.99e-01	-0.6982458	-6.495046	-0.07252559	CEP104	centrosomal protein 104
ILMN_1712272	8.98e-01	4.99e-01	0.6981702	-6.4951	0.0452499		
ILMN_1898938	8.98e-01	4.99e-01	0.6981475	-6.495116	0.0662471		
ILMN_1669201	8.98e-01	4.99e-01	0.6980462	-6.495189	0.07420235	ABCF2	ATP binding cassette subfamily F member 2
ILMN_3309739	8.98e-01	4.99e-01	-0.6980182	-6.495209	-0.08999884	MIRLET7D	microRNA let-7d
ILMN_1731358	8.98e-01	4.99e-01	0.6979682	-6.495245	0.07735449	ZNF532	zinc finger protein 532
ILMN_3238067	8.98e-01	4.99e-01	0.6979611	-6.49525	0.05685313		
ILMN_1810978	8.98e-01	4.99e-01	-0.6979283	-6.495274	-0.06657668	MUCL1	mucin like 1
ILMN_2367707	8.98e-01	4.99e-01	-0.6979199	-6.49528	-0.12387271	PKN1	protein kinase N1
ILMN_1713008	8.98e-01	4.99e-01	-0.6978622	-6.495321	-0.05685716	ABCC11	ATP binding cassette subfamily C member 11
ILMN_1699684	8.98e-01	4.99e-01	0.6978381	-6.495338	0.08640195	PBLD	phenazine biosynthesis like protein domain containing
ILMN_2274531	8.98e-01	4.99e-01	-0.6978078	-6.49536	-0.0533351	ZNF586	zinc finger protein 586
ILMN_1767691	8.98e-01	4.99e-01	0.6977933	-6.49537	0.14274553	VPS25	vacuolar protein sorting 25 homolog
ILMN_2210482	8.98e-01	4.99e-01	-0.6977389	-6.495409	-0.09899331	MRPS34	mitochondrial ribosomal protein S34
ILMN_3233838	8.98e-01	4.99e-01	0.6977174	-6.495425	0.074611		
ILMN_3250993	8.98e-01	4.99e-01	-0.6977167	-6.495425	-0.05259248		
ILMN_1772651	8.98e-01	4.99e-01	0.6976617	-6.495465	0.13659017	CNOT2	CCR4-NOT transcription complex subunit 2
ILMN_1769032	8.98e-01	4.99e-01	0.6976082	-6.495503	0.07797402	GLYATL1	glycine-N-acyltransferase like 1
ILMN_1674273	8.98e-01	5.00e-01	-0.697568	-6.495532	-0.05554522	AAK1	AP2 associated kinase 1
ILMN_3245959	8.98e-01	5.00e-01	-0.6975524	-6.495543	-0.05164265		
ILMN_1698260	8.98e-01	5.00e-01	-0.6975288	-6.49556	-0.07222875	CCNL2	cyclin L2
ILMN_3227563	8.98e-01	5.00e-01	-0.6974985	-6.495582	-0.19328596		
ILMN_1673609	8.98e-01	5.00e-01	-0.6974888	-6.495589	-0.04616586	ISLR	immunoglobulin superfamily containing leucine rich repeat
ILMN_1729587	8.98e-01	5.00e-01	0.697462	-6.495608	0.04464662		
ILMN_1658425	8.98e-01	5.00e-01	-0.6974117	-6.495644	-0.10293816	DAG1	dystroglycan 1
ILMN_1687626	8.98e-01	5.00e-01	-0.6973164	-6.495713	-0.07025795	ZDHHC24	zinc finger DHHC-type containing 24
ILMN_1690818	8.98e-01	5.00e-01	-0.6972976	-6.495726	-0.05368922	AKAP5	A-kinase anchoring protein 5
ILMN_1805590	8.98e-01	5.00e-01	-0.6972296	-6.495775	-0.0479071	LSM8	LSM8 homolog, U6 small nuclear RNA associated
ILMN_1800654	8.98e-01	5.00e-01	0.6971771	-6.495813	0.06677104	MCM7	minichromosome maintenance complex component 7
ILMN_1717900	8.98e-01	5.00e-01	-0.6969774	-6.495956	-0.04325185	ACTL7A	actin like 7A
ILMN_2158781	8.98e-01	5.00e-01	-0.6969601	-6.495968	-0.06107459		
ILMN_1659202	8.98e-01	5.00e-01	-0.6969349	-6.495986	-0.04876055	B3GALT1	beta-1,3-galactosyltransferase 1
ILMN_1796288	8.98e-01	5.00e-01	-0.6969061	-6.496007	-0.06379034	COL5A3	collagen type V alpha 3 chain
ILMN_1667112	8.98e-01	5.00e-01	0.6968849	-6.496022	0.07717339	FBXO7	F-box protein 7
ILMN_2135232	8.98e-01	5.00e-01	0.6968109	-6.496075	0.12918067	SRSF3	serine and arginine rich splicing factor 3
ILMN_2289576	8.98e-01	5.00e-01	0.6967324	-6.496132	0.0453225	VWA1	von Willebrand factor A domain containing 1
ILMN_3308763	8.98e-01	5.00e-01	-0.6967012	-6.496154	-0.04982574	MIR377	microRNA 377
ILMN_2401761	8.98e-01	5.00e-01	-0.6966996	-6.496155	-0.0669247	NUDT9	nudix hydrolase 9
ILMN_3249543	8.98e-01	5.00e-01	0.6966979	-6.496156	0.05963437	SNORD125	small nucleolar RNA, C/D box 125
ILMN_1758983	8.98e-01	5.00e-01	0.6966832	-6.496167	0.04623649	OTOP1	otopetrin 1
ILMN_1716729	8.98e-01	5.00e-01	-0.6966528	-6.496189	-0.05032321		
ILMN_2077896	8.98e-01	5.00e-01	-0.6966154	-6.496215	-0.09794407	TTTY15	testis-specific transcript, Y-linked 15 (non-protein coding)
ILMN_1672000	8.98e-01	5.00e-01	0.6965255	-6.49628	0.04305768		
ILMN_1681260	8.98e-01	5.00e-01	0.6964964	-6.496301	0.08597393		
ILMN_1691473	8.98e-01	5.00e-01	-0.6964794	-6.496313	-0.04428359		
